KSH,OLD_ZYMC,NEW_ZYMC,NJ
911105,数学类04,数学类01,2013
911324,工科大类10,仪器仪表类02,2013
911320,政法类09,政法类06,2013
911319,交叉学科类14,工科大类03,2013
911317,交叉学科类13,工科大类23,2013
911316,数学类04,数学类02,2013
911311,政法类03,语言文学类16,2013
911300,生命科学类28,生命科学类22,2013
911299,工科大类16,工商管理类21,2013
911296,交叉学科类13,交叉学科类02,2013
911292,工科大类04,工科大类03,2013
911289,政法类09,政法类06,2013
911285,政法类09,政法类06,2013
911272,生命科学类28,生命科学类20,2013
911262,生命科学类28,生命科学类20,2013
911261,生命科学类10,工科大类03,2013
911257,工商管理类02,工科大类03,2013
911253,数学类04,工科大类03,2013
911249,生命科学类28,生命科学类22,2013
911236,交叉学科类13,政法类06,2013
911233,生命科学类28,生命科学类20,2013
911229,数学类04,数学类01,2013
911224,生命科学类01,工商管理类01,2013
911220,语言文学类02,工商管理类01,2013
911095,化学类02,语言文学类02,2013
911001,仪器仪表类02,工商管理类21,2013
911073,语言文学类01,语言文学类12,2013
910964,生命科学类28,生命科学类22,2013
910961,语言文学类04,工科大类03,2013
910957,工商管理类20,工商管理类21,2013
910956,数学类04,数学类02,2013
910955,化学类02,工商管理类21,2013
910954,工商管理类12,生命科学类01,2013
910949,工商管理类04,工商管理类01,2013
910938,交叉学科类22,工科大类15,2013
910937,语言文学类04,工科大类03,2013
910921,生命科学类03,仪器仪表类02,2013
910913,交叉学科类21,交叉学科类05,2013
910912,交叉学科类21,交叉学科类05,2013
910911,交叉学科类21,交叉学科类05,2013
910910,交叉学科类21,交叉学科类05,2013
910898,工商管理类20,工商管理类21,2013
910825,交叉学科类21,交叉学科类05,2013
910887,交叉学科类13,政法类06,2013
910883,数学类04,数学类02,2013
910877,生命科学类13,交叉学科类02,2013
910876,机械类01,工科大类03,2013
910851,生命科学类10,生命科学类11,2013
911337,生命科学类28,生命科学类20,2013
910850,政法类02,语言文学类01,2013
910845,工科大类25,工科大类03,2013
910841,交叉学科类21,交叉学科类05,2013
910830,语言文学类16,工商管理类01,2013
910835,交叉学科类21,交叉学科类05,2013
910969,语言文学类18,语言文学类14,2013
910972,语言文学类02,交叉学科类18,2013
910976,化学类07,交叉学科类22,2013
910977,语言文学类05,政法类06,2013
911072,语言文学类05,政法类06,2013
911068,政法类03,政法类06,2013
911067,工商管理类04,政法类06,2013
911066,数学类04,数学类02,2013
911063,工商管理类22,工商管理类21,2013
911060,生命科学类28,生命科学类20,2013
911056,生命科学类28,生命科学类20,2013
911052,工科大类16,工商管理类21,2013
911048,政法类09,政法类06,2013
911047,政法类09,政法类06,2013
911046,政法类09,政法类06,2013
911045,政法类09,政法类06,2013
911044,政法类09,政法类06,2013
911094,政法类09,政法类06,2013
911037,语言文学类03,语言文学类16,2013
911031,化学类07,工商管理类09,2013
911027,语言文学类18,语言文学类14,2013
911026,语言文学类18,语言文学类14,2013
911024,工科大类10,政法类06,2013
911023,语言文学类18,语言文学类14,2013
911019,化学类07,工科大类03,2013
911018,数学类04,数学类02,2013
911016,生命科学类28,生命科学类20,2013
911007,生命科学类28,生命科学类20,2013
911003,数学类04,数学类01,2013
910995,数学类04,数学类01,2013
910983,语言文学类03,政法类06,2013
910978,语言文学类05,工科大类23,2013
911034,语言文学类05,工商管理类20,2013
911347,工科大类10,工商管理类21,2013
911533,交叉学科类14,工科大类03,2013
911359,化学类07,工科大类03,2013
911638,交叉学科类10,交叉学科类05,2013
911635,数学类04,数学类01,2013
911632,交叉学科类21,交叉学科类05,2013
911629,交叉学科类21,交叉学科类05,2013
911628,政法类09,政法类06,2013
911627,工商管理类20,工商管理类21,2013
911620,数学类04,数学类02,2013
911613,仪器仪表类02,政法类06,2013
911610,化学类01,工商管理类21,2013
911604,生命科学类02,工科大类03,2013
911598,语言文学类18,语言文学类12,2013
911594,语言文学类05,政法类06,2013
911591,语言文学类16,工商管理类21,2013
911585,政法类09,政法类06,2013
911584,政法类09,政法类06,2013
911583,政法类09,政法类06,2013
911582,政法类09,政法类06,2013
911581,政法类09,政法类06,2013
911580,政法类09,政法类06,2013
911577,语言文学类18,语言文学类12,2013
911573,政法类09,政法类06,2013
911572,政法类09,政法类06,2013
911571,政法类09,政法类06,2013
911570,语言文学类18,语言文学类12,2013
911568,语言文学类18,语言文学类14,2013
911565,政法类09,政法类06,2013
911564,数学类04,数学类02,2013
911639,工科大类04,工科大类03,2013
911563,生命科学类28,生命科学类20,2013
911642,工商管理类02,工商管理类01,2013
911644,生命科学类28,生命科学类20,2013
911743,工商管理类20,工商管理类21,2013
911745,政法类09,政法类06,2013
911740,政法类09,政法类06,2013
911738,工商管理类22,工商管理类21,2013
911736,交叉学科类23,工科大类24,2013
911734,工科大类04,工科大类03,2013
911724,社会学类01,工科大类03,2013
910823,交叉学科类21,交叉学科类05,2013
911721,生命科学类28,生命科学类20,2013
911718,数学类04,数学类01,2013
911716,政法类03,政法类06,2013
911713,工商管理类14,交叉学科类05,2013
911709,语言文学类05,政法类06,2013
911708,生命科学类03,工科大类24,2013
911699,物理学类02,工科大类03,2013
911696,生命科学类28,生命科学类20,2013
911692,语言文学类05,政法类03,2013
911686,数学类04,数学类01,2013
911680,数学类04,数学类02,2013
911675,交叉学科类10,工科大类03,2013
911670,生命科学类10,生命科学类13,2013
911669,语言文学类18,语言文学类14,2013
911663,工商管理类09,工商管理类01,2013
911659,数学类04,数学类01,2013
911655,生命科学类28,生命科学类20,2013
911653,数学类04,数学类01,2013
911652,生命科学类01,工商管理类21,2013
911643,生命科学类28,生命科学类20,2013
911559,语言文学类05,工商管理类21,2013
911557,工商管理类09,工商管理类01,2013
911555,交叉学科类21,交叉学科类05,2013
911435,生命科学类28,生命科学类20,2013
911433,语言文学类18,语言文学类14,2013
911424,语言文学类16,工商管理类14,2013
911423,语言文学类05,语言文学类03,2013
911417,政法类09,政法类06,2013
911413,数学类04,数学类01,2013
911407,政法类09,政法类06,2013
911406,生命科学类28,生命科学类20,2013
911405,工科大类04,工科大类03,2013
911404,工商管理类22,工商管理类21,2013
911400,仪器仪表类02,工科大类03,2013
911398,化学类07,工商管理类01,2013
911396,生命科学类28,生命科学类20,2013
911395,语言文学类01,工商管理类01,2013
911393,物理学类02,政法类06,2013
911390,政法类09,政法类06,2013
911389,政法类09,政法类06,2013
911388,政法类09,政法类06,2013
911387,交叉学科类21,交叉学科类05,2013
911386,政法类09,政法类06,2013
911384,生命科学类28,生命科学类22,2013
911379,化学类07,交叉学科类02,2013
911376,工商管理类02,工科大类03,2013
911374,生命科学类28,生命科学类20,2013
911371,生命科学类17,政法类06,2013
911364,生命科学类28,生命科学类20,2013
911363,语言文学类01,工商管理类01,2013
911438,工商管理类04,政法类06,2013
911440,语言文学类04,工科大类24,2013
911442,工科大类10,工科大类03,2013
911449,语言文学类18,语言文学类14,2013
911551,生命科学类28,生命科学类22,2013
911547,交叉学科类21,交叉学科类05,2013
911545,语言文学类18,语言文学类14,2013
911539,工科大类03,政法类06,2013
911531,生命科学类28,生命科学类22,2013
911521,语言文学类18,语言文学类14,2013
911511,工商管理类04,仪器仪表类02,2013
911509,工商管理类02,工商管理类21,2013
911508,社会学类01,数学类01,2013
911504,政法类09,政法类06,2013
911503,政法类09,政法类06,2013
911502,语言文学类18,语言文学类12,2013
911501,政法类02,语言文学类15,2013
911349,生命科学类10,生命科学类13,2013
911499,政法类03,工商管理类01,2013
911491,工商管理类04,工商管理类09,2013
911482,语言文学类18,语言文学类12,2013
911480,语言文学类04,工商管理类21,2013
911479,语言文学类18,语言文学类12,2013
911477,语言文学类18,语言文学类12,2013
911466,语言文学类18,语言文学类12,2013
911465,政法类09,政法类06,2013
911464,政法类09,政法类06,2013
911463,政法类09,政法类06,2013
911462,政法类09,政法类06,2013
911461,政法类09,政法类06,2013
911455,语言文学类18,语言文学类12,2013
911453,政法类03,工商管理类01,2013
911492,政法类03,语言文学类01,2013
910815,政法类09,政法类06,2013
910343,工商管理类08,工商管理类01,2013
910813,交叉学科类21,交叉学科类05,2013
910175,交叉学科类21,交叉学科类05,2013
910174,政法类09,政法类06,2013
910173,政法类09,政法类06,2013
910171,语言文学类18,政法类06,2013
910160,数学类04,数学类01,2013
910159,数学类04,数学类01,2013
910158,语言文学类18,语言文学类12,2013
910141,工商管理类22,工商管理类20,2013
910135,交叉学科类21,交叉学科类05,2013
910134,交叉学科类21,交叉学科类05,2013
910133,交叉学科类21,交叉学科类05,2013
910132,政法类09,政法类06,2013
910131,交叉学科类21,交叉学科类05,2013
910130,交叉学科类21,交叉学科类05,2013
910129,交叉学科类21,交叉学科类05,2013
910117,交叉学科类21,交叉学科类05,2013
910116,政法类09,政法类06,2013
910115,政法类09,政法类06,2013
910114,交叉学科类21,交叉学科类05,2013
910100,生命科学类02,工科大类15,2013
910097,交叉学科类21,交叉学科类05,2013
910096,交叉学科类21,交叉学科类05,2013
910095,交叉学科类21,交叉学科类05,2013
910094,交叉学科类21,交叉学科类05,2013
910093,交叉学科类21,交叉学科类05,2013
910092,交叉学科类21,交叉学科类05,2013
910085,生命科学类28,生命科学类20,2013
910176,交叉学科类21,交叉学科类05,2013
910084,生命科学类28,生命科学类20,2013
910177,交叉学科类21,交叉学科类05,2013
910187,政法类09,政法类06,2013
910295,生命科学类01,生命科学类03,2013
910293,语言文学类05,交叉学科类10,2013
910291,交叉学科类23,工商管理类21,2013
910285,语言文学类03,交叉学科类02,2013
910276,生命科学类28,生命科学类20,2013
910273,生命科学类28,生命科学类20,2013
910269,物理学类02,机械类03,2013
910260,数学类04,数学类01,2013
910259,数学类04,数学类01,2013
910258,语言文学类18,语言文学类14,2013
910257,语言文学类18,语言文学类14,2013
910242,机械类03,仪器仪表类02,2013
910236,数学类04,数学类01,2013
910235,生命科学类28,生命科学类20,2013
910233,交叉学科类21,交叉学科类05,2013
910228,生命科学类28,生命科学类20,2013
910226,政法类02,工商管理类21,2013
910221,化学类02,工科大类03,2013
910218,数学类04,数学类02,2013
910217,语言文学类18,语言文学类12,2013
910212,社会学类01,工科大类03,2013
910209,政法类02,政法类06,2013
910205,语言文学类03,工科大类23,2013
910203,工商管理类04,政法类06,2013
910200,工商管理类04,工商管理类20,2013
910189,政法类09,政法类06,2013
910188,政法类09,政法类06,2013
910181,语言文学类18,语言文学类12,2013
910297,政法类09,政法类06,2013
910075,生命科学类28,生命科学类20,2013
910068,生命科学类28,生命科学类22,2013
909987,交叉学科类21,交叉学科类05,2013
909986,交叉学科类21,交叉学科类05,2013
909985,物理学类04,交叉学科类05,2013
909982,交叉学科类21,交叉学科类05,2013
909980,交叉学科类21,交叉学科类05,2013
909979,生命科学类10,工商管理类20,2013
909974,交叉学科类21,交叉学科类05,2013
909971,生命科学类10,生命科学类20,2013
909970,政法类09,政法类06,2013
909969,机械类01,工商管理类01,2013
